twin_a,twin_b,layer,weight
twin-0041,twin-0043,org_hierarchy,0.9
twin-0041,twin-0044,org_hierarchy,0.9
twin-0041,twin-0045,org_hierarchy,0.9
twin-0041,twin-0046,org_hierarchy,0.9
twin-0041,twin-0047,org_hierarchy,0.9
twin-0041,twin-0048,org_hierarchy,0.9
twin-0042,twin-0043,org_hierarchy,0.9
twin-0042,twin-0044,org_hierarchy,0.9
twin-0042,twin-0045,org_hierarchy,0.9
twin-0042,twin-0046,org_hierarchy,0.9
twin-0042,twin-0047,org_hierarchy,0.9
twin-0042,twin-0048,org_hierarchy,0.9
twin-0043,twin-0044,org_hierarchy,0.9
twin-0043,twin-0045,org_hierarchy,0.9
twin-0043,twin-0046,org_hierarchy,0.9
twin-0043,twin-0047,org_hierarchy,0.9
twin-0043,twin-0048,org_hierarchy,0.9
twin-0044,twin-0045,org_hierarchy,0.9
twin-0044,twin-0046,org_hierarchy,0.9
twin-0044,twin-0047,org_hierarchy,0.9
twin-0044,twin-0048,org_hierarchy,0.9
twin-0045,twin-0046,org_hierarchy,0.9
twin-0045,twin-0047,org_hierarchy,0.9
twin-0045,twin-0048,org_hierarchy,0.9
twin-0046,twin-0047,org_hierarchy,0.9
twin-0046,twin-0048,org_hierarchy,0.9
twin-0047,twin-0048,org_hierarchy,0.9
twin-0049,twin-0050,org_hierarchy,0.9
twin-0049,twin-0051,org_hierarchy,0.9
twin-0049,twin-0052,org_hierarchy,0.9
twin-0049,twin-0053,org_hierarchy,0.9
twin-0049,twin-0054,org_hierarchy,0.9
twin-0049,twin-0055,org_hierarchy,0.9
twin-0049,twin-0056,org_hierarchy,0.9
twin-0050,twin-0051,org_hierarchy,0.9
twin-0050,twin-0052,org_hierarchy,0.9
twin-0050,twin-0053,org_hierarchy,0.9
twin-0050,twin-0054,org_hierarchy,0.9
twin-0050,twin-0055,org_hierarchy,0.9
twin-0050,twin-0056,org_hierarchy,0.9
twin-0051,twin-0052,org_hierarchy,0.9
twin-0051,twin-0053,org_hierarchy,0.9
twin-0051,twin-0054,org_hierarchy,0.9
twin-0051,twin-0055,org_hierarchy,0.9
twin-0051,twin-0056,org_hierarchy,0.9
twin-0052,twin-0053,org_hierarchy,0.9
twin-0052,twin-0054,org_hierarchy,0.9
twin-0052,twin-0055,org_hierarchy,0.9
twin-0052,twin-0056,org_hierarchy,0.9
twin-0053,twin-0054,org_hierarchy,0.9
twin-0053,twin-0055,org_hierarchy,0.9
twin-0053,twin-0056,org_hierarchy,0.9
twin-0054,twin-0055,org_hierarchy,0.9
twin-0054,twin-0056,org_hierarchy,0.9
twin-0055,twin-0056,org_hierarchy,0.9
twin-0057,twin-0058,org_hierarchy,0.9
twin-0057,twin-0059,org_hierarchy,0.9
twin-0057,twin-0060,org_hierarchy,0.9
twin-0057,twin-0061,org_hierarchy,0.9
twin-0057,twin-0062,org_hierarchy,0.9
twin-0057,twin-0063,org_hierarchy,0.9
twin-0057,twin-0064,org_hierarchy,0.9
twin-0058,twin-0059,org_hierarchy,0.9
twin-0058,twin-0060,org_hierarchy,0.9
twin-0058,twin-0061,org_hierarchy,0.9
twin-0058,twin-0062,org_hierarchy,0.9
twin-0058,twin-0063,org_hierarchy,0.9
twin-0058,twin-0064,org_hierarchy,0.9
twin-0059,twin-0060,org_hierarchy,0.9
twin-0059,twin-0061,org_hierarchy,0.9
twin-0059,twin-0062,org_hierarchy,0.9
twin-0059,twin-0063,org_hierarchy,0.9
twin-0059,twin-0064,org_hierarchy,0.9
twin-0060,twin-0061,org_hierarchy,0.9
twin-0060,twin-0062,org_hierarchy,0.9
twin-0060,twin-0063,org_hierarchy,0.9
twin-0060,twin-0064,org_hierarchy,0.9
twin-0061,twin-0062,org_hierarchy,0.9
twin-0061,twin-0063,org_hierarchy,0.9
twin-0061,twin-0064,org_hierarchy,0.9
twin-0062,twin-0063,org_hierarchy,0.9
twin-0062,twin-0064,org_hierarchy,0.9
twin-0063,twin-0064,org_hierarchy,0.9
twin-0065,twin-0066,org_hierarchy,0.9
twin-0065,twin-0067,org_hierarchy,0.9
twin-0065,twin-0068,org_hierarchy,0.9
twin-0065,twin-0069,org_hierarchy,0.9
twin-0065,twin-0070,org_hierarchy,0.9
twin-0065,twin-0071,org_hierarchy,0.9
twin-0065,twin-0072,org_hierarchy,0.9
twin-0066,twin-0067,org_hierarchy,0.9
twin-0066,twin-0068,org_hierarchy,0.9
twin-0066,twin-0069,org_hierarchy,0.9
twin-0066,twin-0070,org_hierarchy,0.9
twin-0066,twin-0071,org_hierarchy,0.9
twin-0066,twin-0072,org_hierarchy,0.9
twin-0067,twin-0068,org_hierarchy,0.9
twin-0067,twin-0069,org_hierarchy,0.9
twin-0067,twin-0070,org_hierarchy,0.9
twin-0067,twin-0071,org_hierarchy,0.9
twin-0067,twin-0072,org_hierarchy,0.9
twin-0068,twin-0069,org_hierarchy,0.9
twin-0068,twin-0070,org_hierarchy,0.9
twin-0068,twin-0071,org_hierarchy,0.9
twin-0068,twin-0072,org_hierarchy,0.9
twin-0069,twin-0070,org_hierarchy,0.9
twin-0069,twin-0071,org_hierarchy,0.9
twin-0069,twin-0072,org_hierarchy,0.9
twin-0070,twin-0071,org_hierarchy,0.9
twin-0070,twin-0072,org_hierarchy,0.9
twin-0071,twin-0072,org_hierarchy,0.9
twin-0073,twin-0074,org_hierarchy,0.9
twin-0073,twin-0075,org_hierarchy,0.9
twin-0073,twin-0076,org_hierarchy,0.9
twin-0073,twin-0077,org_hierarchy,0.9
twin-0073,twin-0078,org_hierarchy,0.9
twin-0073,twin-0079,org_hierarchy,0.9
twin-0073,twin-0080,org_hierarchy,0.9
twin-0074,twin-0075,org_hierarchy,0.9
twin-0074,twin-0076,org_hierarchy,0.9
twin-0074,twin-0077,org_hierarchy,0.9
twin-0074,twin-0078,org_hierarchy,0.9
twin-0074,twin-0079,org_hierarchy,0.9
twin-0074,twin-0080,org_hierarchy,0.9
twin-0075,twin-0076,org_hierarchy,0.9
twin-0075,twin-0077,org_hierarchy,0.9
twin-0075,twin-0078,org_hierarchy,0.9
twin-0075,twin-0079,org_hierarchy,0.9
twin-0075,twin-0080,org_hierarchy,0.9
twin-0076,twin-0077,org_hierarchy,0.9
twin-0076,twin-0078,org_hierarchy,0.9
twin-0076,twin-0079,org_hierarchy,0.9
twin-0076,twin-0080,org_hierarchy,0.9
twin-0077,twin-0078,org_hierarchy,0.9
twin-0077,twin-0079,org_hierarchy,0.9
twin-0077,twin-0080,org_hierarchy,0.9
twin-0078,twin-0079,org_hierarchy,0.9
twin-0078,twin-0080,org_hierarchy,0.9
twin-0079,twin-0080,org_hierarchy,0.9
twin-0081,twin-0082,org_hierarchy,0.9
twin-0081,twin-0083,org_hierarchy,0.9
twin-0081,twin-0084,org_hierarchy,0.9
twin-0081,twin-0085,org_hierarchy,0.9
twin-0081,twin-0086,org_hierarchy,0.9
twin-0081,twin-0087,org_hierarchy,0.9
twin-0081,twin-0088,org_hierarchy,0.9
twin-0082,twin-0083,org_hierarchy,0.9
twin-0082,twin-0084,org_hierarchy,0.9
twin-0082,twin-0085,org_hierarchy,0.9
twin-0082,twin-0086,org_hierarchy,0.9
twin-0082,twin-0087,org_hierarchy,0.9
twin-0082,twin-0088,org_hierarchy,0.9
twin-0083,twin-0084,org_hierarchy,0.9
twin-0083,twin-0085,org_hierarchy,0.9
twin-0083,twin-0086,org_hierarchy,0.9
twin-0083,twin-0087,org_hierarchy,0.9
twin-0083,twin-0088,org_hierarchy,0.9
twin-0084,twin-0085,org_hierarchy,0.9
twin-0084,twin-0086,org_hierarchy,0.9
twin-0084,twin-0087,org_hierarchy,0.9
twin-0084,twin-0088,org_hierarchy,0.9
twin-0085,twin-0086,org_hierarchy,0.9
twin-0085,twin-0087,org_hierarchy,0.9
twin-0085,twin-0088,org_hierarchy,0.9
twin-0086,twin-0087,org_hierarchy,0.9
twin-0086,twin-0088,org_hierarchy,0.9
twin-0087,twin-0088,org_hierarchy,0.9
twin-0089,twin-0090,org_hierarchy,0.9
twin-0089,twin-0091,org_hierarchy,0.9
twin-0089,twin-0092,org_hierarchy,0.9
twin-0089,twin-0093,org_hierarchy,0.9
twin-0089,twin-0094,org_hierarchy,0.9
twin-0089,twin-0095,org_hierarchy,0.9
twin-0089,twin-0096,org_hierarchy,0.9
twin-0090,twin-0091,org_hierarchy,0.9
twin-0090,twin-0092,org_hierarchy,0.9
twin-0090,twin-0093,org_hierarchy,0.9
twin-0090,twin-0094,org_hierarchy,0.9
twin-0090,twin-0095,org_hierarchy,0.9
twin-0090,twin-0096,org_hierarchy,0.9
twin-0091,twin-0092,org_hierarchy,0.9
twin-0091,twin-0093,org_hierarchy,0.9
twin-0091,twin-0094,org_hierarchy,0.9
twin-0091,twin-0095,org_hierarchy,0.9
twin-0091,twin-0096,org_hierarchy,0.9
twin-0092,twin-0093,org_hierarchy,0.9
twin-0092,twin-0094,org_hierarchy,0.9
twin-0092,twin-0095,org_hierarchy,0.9
twin-0092,twin-0096,org_hierarchy,0.9
twin-0093,twin-0094,org_hierarchy,0.9
twin-0093,twin-0095,org_hierarchy,0.9
twin-0093,twin-0096,org_hierarchy,0.9
twin-0094,twin-0095,org_hierarchy,0.9
twin-0094,twin-0096,org_hierarchy,0.9
twin-0095,twin-0096,org_hierarchy,0.9
twin-0097,twin-0098,org_hierarchy,0.9
twin-0097,twin-0099,org_hierarchy,0.9
twin-0097,twin-0100,org_hierarchy,0.9
twin-0097,twin-0101,org_hierarchy,0.9
twin-0097,twin-0102,org_hierarchy,0.9
twin-0097,twin-0103,org_hierarchy,0.9
twin-0097,twin-0104,org_hierarchy,0.9
twin-0098,twin-0099,org_hierarchy,0.9
twin-0098,twin-0100,org_hierarchy,0.9
twin-0098,twin-0101,org_hierarchy,0.9
twin-0098,twin-0102,org_hierarchy,0.9
twin-0098,twin-0103,org_hierarchy,0.9
twin-0098,twin-0104,org_hierarchy,0.9
twin-0099,twin-0100,org_hierarchy,0.9
twin-0099,twin-0101,org_hierarchy,0.9
twin-0099,twin-0102,org_hierarchy,0.9
twin-0099,twin-0103,org_hierarchy,0.9
twin-0099,twin-0104,org_hierarchy,0.9
twin-0100,twin-0101,org_hierarchy,0.9
twin-0100,twin-0102,org_hierarchy,0.9
twin-0100,twin-0103,org_hierarchy,0.9
twin-0100,twin-0104,org_hierarchy,0.9
twin-0101,twin-0102,org_hierarchy,0.9
twin-0101,twin-0103,org_hierarchy,0.9
twin-0101,twin-0104,org_hierarchy,0.9
twin-0102,twin-0103,org_hierarchy,0.9
twin-0102,twin-0104,org_hierarchy,0.9
twin-0103,twin-0104,org_hierarchy,0.9
twin-0105,twin-0106,org_hierarchy,0.9
twin-0105,twin-0107,org_hierarchy,0.9
twin-0105,twin-0108,org_hierarchy,0.9
twin-0105,twin-0109,org_hierarchy,0.9
twin-0105,twin-0110,org_hierarchy,0.9
twin-0105,twin-0111,org_hierarchy,0.9
twin-0105,twin-0112,org_hierarchy,0.9
twin-0106,twin-0107,org_hierarchy,0.9
twin-0106,twin-0108,org_hierarchy,0.9
twin-0106,twin-0109,org_hierarchy,0.9
twin-0106,twin-0110,org_hierarchy,0.9
twin-0106,twin-0111,org_hierarchy,0.9
twin-0106,twin-0112,org_hierarchy,0.9
twin-0107,twin-0108,org_hierarchy,0.9
twin-0107,twin-0109,org_hierarchy,0.9
twin-0107,twin-0110,org_hierarchy,0.9
twin-0107,twin-0111,org_hierarchy,0.9
twin-0107,twin-0112,org_hierarchy,0.9
twin-0108,twin-0109,org_hierarchy,0.9
twin-0108,twin-0110,org_hierarchy,0.9
twin-0108,twin-0111,org_hierarchy,0.9
twin-0108,twin-0112,org_hierarchy,0.9
twin-0109,twin-0110,org_hierarchy,0.9
twin-0109,twin-0111,org_hierarchy,0.9
twin-0109,twin-0112,org_hierarchy,0.9
twin-0110,twin-0111,org_hierarchy,0.9
twin-0110,twin-0112,org_hierarchy,0.9
twin-0111,twin-0112,org_hierarchy,0.9
twin-0113,twin-0114,org_hierarchy,0.9
twin-0113,twin-0115,org_hierarchy,0.9
twin-0113,twin-0116,org_hierarchy,0.9
twin-0113,twin-0117,org_hierarchy,0.9
twin-0113,twin-0118,org_hierarchy,0.9
twin-0113,twin-0119,org_hierarchy,0.9
twin-0113,twin-0120,org_hierarchy,0.9
twin-0114,twin-0115,org_hierarchy,0.9
twin-0114,twin-0116,org_hierarchy,0.9
twin-0114,twin-0117,org_hierarchy,0.9
twin-0114,twin-0118,org_hierarchy,0.9
twin-0114,twin-0119,org_hierarchy,0.9
twin-0114,twin-0120,org_hierarchy,0.9
twin-0115,twin-0116,org_hierarchy,0.9
twin-0115,twin-0117,org_hierarchy,0.9
twin-0115,twin-0118,org_hierarchy,0.9
twin-0115,twin-0119,org_hierarchy,0.9
twin-0115,twin-0120,org_hierarchy,0.9
twin-0116,twin-0117,org_hierarchy,0.9
twin-0116,twin-0118,org_hierarchy,0.9
twin-0116,twin-0119,org_hierarchy,0.9
twin-0116,twin-0120,org_hierarchy,0.9
twin-0117,twin-0118,org_hierarchy,0.9
twin-0117,twin-0119,org_hierarchy,0.9
twin-0117,twin-0120,org_hierarchy,0.9
twin-0118,twin-0119,org_hierarchy,0.9
twin-0118,twin-0120,org_hierarchy,0.9
twin-0119,twin-0120,org_hierarchy,0.9
twin-0121,twin-0122,org_hierarchy,0.9
twin-0121,twin-0123,org_hierarchy,0.9
twin-0121,twin-0124,org_hierarchy,0.9
twin-0121,twin-0125,org_hierarchy,0.9
twin-0121,twin-0126,org_hierarchy,0.9
twin-0121,twin-0127,org_hierarchy,0.9
twin-0121,twin-0128,org_hierarchy,0.9
twin-0122,twin-0123,org_hierarchy,0.9
twin-0122,twin-0124,org_hierarchy,0.9
twin-0122,twin-0125,org_hierarchy,0.9
twin-0122,twin-0126,org_hierarchy,0.9
twin-0122,twin-0127,org_hierarchy,0.9
twin-0122,twin-0128,org_hierarchy,0.9
twin-0123,twin-0124,org_hierarchy,0.9
twin-0123,twin-0125,org_hierarchy,0.9
twin-0123,twin-0126,org_hierarchy,0.9
twin-0123,twin-0127,org_hierarchy,0.9
twin-0123,twin-0128,org_hierarchy,0.9
twin-0124,twin-0125,org_hierarchy,0.9
twin-0124,twin-0126,org_hierarchy,0.9
twin-0124,twin-0127,org_hierarchy,0.9
twin-0124,twin-0128,org_hierarchy,0.9
twin-0125,twin-0126,org_hierarchy,0.9
twin-0125,twin-0127,org_hierarchy,0.9
twin-0125,twin-0128,org_hierarchy,0.9
twin-0126,twin-0127,org_hierarchy,0.9
twin-0126,twin-0128,org_hierarchy,0.9
twin-0127,twin-0128,org_hierarchy,0.9
twin-0129,twin-0130,org_hierarchy,0.9
twin-0129,twin-0131,org_hierarchy,0.9
twin-0129,twin-0132,org_hierarchy,0.9
twin-0129,twin-0133,org_hierarchy,0.9
twin-0129,twin-0134,org_hierarchy,0.9
twin-0129,twin-0135,org_hierarchy,0.9
twin-0129,twin-0136,org_hierarchy,0.9
twin-0130,twin-0131,org_hierarchy,0.9
twin-0130,twin-0132,org_hierarchy,0.9
twin-0130,twin-0133,org_hierarchy,0.9
twin-0130,twin-0134,org_hierarchy,0.9
twin-0130,twin-0135,org_hierarchy,0.9
twin-0130,twin-0136,org_hierarchy,0.9
twin-0131,twin-0132,org_hierarchy,0.9
twin-0131,twin-0133,org_hierarchy,0.9
twin-0131,twin-0134,org_hierarchy,0.9
twin-0131,twin-0135,org_hierarchy,0.9
twin-0131,twin-0136,org_hierarchy,0.9
twin-0132,twin-0133,org_hierarchy,0.9
twin-0132,twin-0134,org_hierarchy,0.9
twin-0132,twin-0135,org_hierarchy,0.9
twin-0132,twin-0136,org_hierarchy,0.9
twin-0133,twin-0134,org_hierarchy,0.9
twin-0133,twin-0135,org_hierarchy,0.9
twin-0133,twin-0136,org_hierarchy,0.9
twin-0134,twin-0135,org_hierarchy,0.9
twin-0134,twin-0136,org_hierarchy,0.9
twin-0135,twin-0136,org_hierarchy,0.9
twin-0137,twin-0138,org_hierarchy,0.9
twin-0137,twin-0139,org_hierarchy,0.9
twin-0137,twin-0140,org_hierarchy,0.9
twin-0137,twin-0141,org_hierarchy,0.9
twin-0137,twin-0142,org_hierarchy,0.9
twin-0137,twin-0143,org_hierarchy,0.9
twin-0138,twin-0139,org_hierarchy,0.9
twin-0138,twin-0140,org_hierarchy,0.9
twin-0138,twin-0141,org_hierarchy,0.9
twin-0138,twin-0142,org_hierarchy,0.9
twin-0138,twin-0143,org_hierarchy,0.9
twin-0139,twin-0140,org_hierarchy,0.9
twin-0139,twin-0141,org_hierarchy,0.9
twin-0139,twin-0142,org_hierarchy,0.9
twin-0139,twin-0143,org_hierarchy,0.9
twin-0140,twin-0141,org_hierarchy,0.9
twin-0140,twin-0142,org_hierarchy,0.9
twin-0140,twin-0143,org_hierarchy,0.9
twin-0141,twin-0142,org_hierarchy,0.9
twin-0141,twin-0143,org_hierarchy,0.9
twin-0142,twin-0143,org_hierarchy,0.9
twin-0144,twin-0145,org_hierarchy,0.9
twin-0144,twin-0146,org_hierarchy,0.9
twin-0144,twin-0147,org_hierarchy,0.9
twin-0144,twin-0148,org_hierarchy,0.9
twin-0144,twin-0149,org_hierarchy,0.9
twin-0144,twin-0150,org_hierarchy,0.9
twin-0145,twin-0146,org_hierarchy,0.9
twin-0145,twin-0147,org_hierarchy,0.9
twin-0145,twin-0148,org_hierarchy,0.9
twin-0145,twin-0149,org_hierarchy,0.9
twin-0145,twin-0150,org_hierarchy,0.9
twin-0146,twin-0147,org_hierarchy,0.9
twin-0146,twin-0148,org_hierarchy,0.9
twin-0146,twin-0149,org_hierarchy,0.9
twin-0146,twin-0150,org_hierarchy,0.9
twin-0147,twin-0148,org_hierarchy,0.9
twin-0147,twin-0149,org_hierarchy,0.9
twin-0147,twin-0150,org_hierarchy,0.9
twin-0148,twin-0149,org_hierarchy,0.9
twin-0148,twin-0150,org_hierarchy,0.9
twin-0149,twin-0150,org_hierarchy,0.9
twin-0001,twin-0002,shared_domain,0.8
twin-0001,twin-0003,shared_domain,0.8
twin-0001,twin-0004,shared_domain,0.8
twin-0001,twin-0005,shared_domain,0.8
twin-0001,twin-0006,shared_domain,0.8
twin-0001,twin-0007,shared_domain,0.8
twin-0001,twin-0008,shared_domain,0.8
twin-0002,twin-0003,shared_domain,0.8
twin-0002,twin-0004,shared_domain,0.8
twin-0002,twin-0005,shared_domain,0.8
twin-0002,twin-0006,shared_domain,0.8
twin-0002,twin-0007,shared_domain,0.8
twin-0002,twin-0008,shared_domain,0.8
twin-0003,twin-0004,shared_domain,0.8
twin-0003,twin-0005,shared_domain,0.8
twin-0003,twin-0006,shared_domain,0.8
twin-0003,twin-0007,shared_domain,0.8
twin-0003,twin-0008,shared_domain,0.8
twin-0004,twin-0005,shared_domain,0.8
twin-0004,twin-0006,shared_domain,0.8
twin-0004,twin-0007,shared_domain,0.8
twin-0004,twin-0008,shared_domain,0.8
twin-0005,twin-0006,shared_domain,0.8
twin-0005,twin-0007,shared_domain,0.8
twin-0005,twin-0008,shared_domain,0.8
twin-0006,twin-0007,shared_domain,0.8
twin-0006,twin-0008,shared_domain,0.8
twin-0007,twin-0008,shared_domain,0.8
twin-0008,twin-0044,shared_domain,0.8
twin-0008,twin-0052,shared_domain,0.8
twin-0008,twin-0084,shared_domain,0.8
twin-0008,twin-0108,shared_domain,0.8
twin-0008,twin-0126,shared_domain,0.8
twin-0008,twin-0127,shared_domain,0.8
twin-0009,twin-0010,shared_domain,0.8
twin-0009,twin-0011,shared_domain,0.8
twin-0009,twin-0012,shared_domain,0.8
twin-0009,twin-0013,shared_domain,0.8
twin-0009,twin-0014,shared_domain,0.8
twin-0009,twin-0015,shared_domain,0.8
twin-0009,twin-0016,shared_domain,0.8
twin-0010,twin-0011,shared_domain,0.8
twin-0010,twin-0012,shared_domain,0.8
twin-0010,twin-0013,shared_domain,0.8
twin-0010,twin-0014,shared_domain,0.8
twin-0010,twin-0015,shared_domain,0.8
twin-0010,twin-0016,shared_domain,0.8
twin-0011,twin-0012,shared_domain,0.8
twin-0011,twin-0013,shared_domain,0.8
twin-0011,twin-0014,shared_domain,0.8
twin-0011,twin-0015,shared_domain,0.8
twin-0011,twin-0016,shared_domain,0.8
twin-0012,twin-0013,shared_domain,0.8
twin-0012,twin-0014,shared_domain,0.8
twin-0012,twin-0015,shared_domain,0.8
twin-0012,twin-0016,shared_domain,0.8
twin-0013,twin-0014,shared_domain,0.8
twin-0013,twin-0015,shared_domain,0.8
twin-0013,twin-0016,shared_domain,0.8
twin-0014,twin-0015,shared_domain,0.8
twin-0014,twin-0016,shared_domain,0.8
twin-0015,twin-0016,shared_domain,0.8
twin-0017,twin-0018,shared_domain,0.8
twin-0017,twin-0019,shared_domain,0.8
twin-0017,twin-0020,shared_domain,0.8
twin-0017,twin-0021,shared_domain,0.8
twin-0017,twin-0022,shared_domain,0.8
twin-0017,twin-0023,shared_domain,0.8
twin-0017,twin-0024,shared_domain,0.8
twin-0018,twin-0019,shared_domain,0.8
twin-0018,twin-0020,shared_domain,0.8
twin-0018,twin-0021,shared_domain,0.8
twin-0018,twin-0022,shared_domain,0.8
twin-0018,twin-0023,shared_domain,0.8
twin-0018,twin-0024,shared_domain,0.8
twin-0019,twin-0020,shared_domain,0.8
twin-0019,twin-0021,shared_domain,0.8
twin-0019,twin-0022,shared_domain,0.8
twin-0019,twin-0023,shared_domain,0.8
twin-0019,twin-0024,shared_domain,0.8
twin-0020,twin-0021,shared_domain,0.8
twin-0020,twin-0022,shared_domain,0.8
twin-0020,twin-0023,shared_domain,0.8
twin-0020,twin-0024,shared_domain,0.8
twin-0021,twin-0022,shared_domain,0.8
twin-0021,twin-0023,shared_domain,0.8
twin-0021,twin-0024,shared_domain,0.8
twin-0022,twin-0023,shared_domain,0.8
twin-0022,twin-0024,shared_domain,0.8
twin-0023,twin-0024,shared_domain,0.8
twin-0025,twin-0026,shared_domain,0.8
twin-0025,twin-0027,shared_domain,0.8
twin-0025,twin-0028,shared_domain,0.8
twin-0025,twin-0029,shared_domain,0.8
twin-0025,twin-0030,shared_domain,0.8
twin-0025,twin-0031,shared_domain,0.8
twin-0025,twin-0032,shared_domain,0.8
twin-0026,twin-0027,shared_domain,0.8
twin-0026,twin-0028,shared_domain,0.8
twin-0026,twin-0029,shared_domain,0.8
twin-0026,twin-0030,shared_domain,0.8
twin-0026,twin-0031,shared_domain,0.8
twin-0026,twin-0032,shared_domain,0.8
twin-0027,twin-0028,shared_domain,0.8
twin-0027,twin-0029,shared_domain,0.8
twin-0027,twin-0030,shared_domain,0.8
twin-0027,twin-0031,shared_domain,0.8
twin-0027,twin-0032,shared_domain,0.8
twin-0028,twin-0029,shared_domain,0.8
twin-0028,twin-0030,shared_domain,0.8
twin-0028,twin-0031,shared_domain,0.8
twin-0028,twin-0032,shared_domain,0.8
twin-0029,twin-0030,shared_domain,0.8
twin-0029,twin-0031,shared_domain,0.8
twin-0029,twin-0032,shared_domain,0.8
twin-0030,twin-0031,shared_domain,0.8
twin-0030,twin-0032,shared_domain,0.8
twin-0031,twin-0032,shared_domain,0.8
twin-0033,twin-0034,shared_domain,0.8
twin-0033,twin-0035,shared_domain,0.8
twin-0033,twin-0036,shared_domain,0.8
twin-0033,twin-0037,shared_domain,0.8
twin-0033,twin-0038,shared_domain,0.8
twin-0033,twin-0039,shared_domain,0.8
twin-0033,twin-0040,shared_domain,0.8
twin-0034,twin-0035,shared_domain,0.8
twin-0034,twin-0036,shared_domain,0.8
twin-0034,twin-0037,shared_domain,0.8
twin-0034,twin-0038,shared_domain,0.8
twin-0034,twin-0039,shared_domain,0.8
twin-0034,twin-0040,shared_domain,0.8
twin-0035,twin-0036,shared_domain,0.8
twin-0035,twin-0037,shared_domain,0.8
twin-0035,twin-0038,shared_domain,0.8
twin-0035,twin-0039,shared_domain,0.8
twin-0035,twin-0040,shared_domain,0.8
twin-0036,twin-0037,shared_domain,0.8
twin-0036,twin-0038,shared_domain,0.8
twin-0036,twin-0039,shared_domain,0.8
twin-0036,twin-0040,shared_domain,0.8
twin-0037,twin-0038,shared_domain,0.8
twin-0037,twin-0039,shared_domain,0.8
twin-0037,twin-0040,shared_domain,0.8
twin-0038,twin-0039,shared_domain,0.8
twin-0038,twin-0040,shared_domain,0.8
twin-0039,twin-0040,shared_domain,0.8
twin-0041,twin-0042,shared_domain,0.8
twin-0041,twin-0043,shared_domain,0.8
twin-0041,twin-0044,shared_domain,0.8
twin-0041,twin-0045,shared_domain,0.8
twin-0041,twin-0046,shared_domain,0.8
twin-0041,twin-0047,shared_domain,0.8
twin-0041,twin-0048,shared_domain,0.8
twin-0042,twin-0043,shared_domain,0.8
twin-0042,twin-0044,shared_domain,0.8
twin-0042,twin-0045,shared_domain,0.8
twin-0042,twin-0046,shared_domain,0.8
twin-0042,twin-0047,shared_domain,0.8
twin-0042,twin-0048,shared_domain,0.8
twin-0043,twin-0044,shared_domain,0.8
twin-0043,twin-0045,shared_domain,0.8
twin-0043,twin-0046,shared_domain,0.8
twin-0043,twin-0047,shared_domain,0.8
twin-0043,twin-0048,shared_domain,0.8
twin-0044,twin-0045,shared_domain,0.8
twin-0044,twin-0046,shared_domain,0.8
twin-0044,twin-0047,shared_domain,0.8
twin-0044,twin-0048,shared_domain,0.8
twin-0044,twin-0052,shared_domain,0.8
twin-0044,twin-0084,shared_domain,0.8
twin-0044,twin-0108,shared_domain,0.8
twin-0044,twin-0126,shared_domain,0.8
twin-0044,twin-0127,shared_domain,0.8
twin-0045,twin-0046,shared_domain,0.8
twin-0045,twin-0047,shared_domain,0.8
twin-0045,twin-0048,shared_domain,0.8
twin-0046,twin-0047,shared_domain,0.8
twin-0046,twin-0048,shared_domain,0.8
twin-0047,twin-0048,shared_domain,0.8
twin-0049,twin-0050,shared_domain,0.8
twin-0049,twin-0051,shared_domain,0.8
twin-0049,twin-0052,shared_domain,0.8
twin-0049,twin-0053,shared_domain,0.8
twin-0049,twin-0054,shared_domain,0.8
twin-0049,twin-0055,shared_domain,0.8
twin-0049,twin-0056,shared_domain,0.8
twin-0050,twin-0051,shared_domain,0.8
twin-0050,twin-0052,shared_domain,0.8
twin-0050,twin-0053,shared_domain,0.8
twin-0050,twin-0054,shared_domain,0.8
twin-0050,twin-0055,shared_domain,0.8
twin-0050,twin-0056,shared_domain,0.8
twin-0051,twin-0052,shared_domain,0.8
twin-0051,twin-0053,shared_domain,0.8
twin-0051,twin-0054,shared_domain,0.8
twin-0051,twin-0055,shared_domain,0.8
twin-0051,twin-0056,shared_domain,0.8
twin-0052,twin-0053,shared_domain,0.8
twin-0052,twin-0054,shared_domain,0.8
twin-0052,twin-0055,shared_domain,0.8
twin-0052,twin-0056,shared_domain,0.8
twin-0052,twin-0084,shared_domain,0.8
twin-0052,twin-0108,shared_domain,0.8
twin-0052,twin-0126,shared_domain,0.8
twin-0052,twin-0127,shared_domain,0.8
twin-0053,twin-0054,shared_domain,0.8
twin-0053,twin-0055,shared_domain,0.8
twin-0053,twin-0056,shared_domain,0.8
twin-0054,twin-0055,shared_domain,0.8
twin-0054,twin-0056,shared_domain,0.8
twin-0055,twin-0056,shared_domain,0.8
twin-0057,twin-0058,shared_domain,0.8
twin-0057,twin-0059,shared_domain,0.8
twin-0057,twin-0060,shared_domain,0.8
twin-0057,twin-0061,shared_domain,0.8
twin-0057,twin-0062,shared_domain,0.8
twin-0057,twin-0063,shared_domain,0.8
twin-0057,twin-0064,shared_domain,0.8
twin-0058,twin-0059,shared_domain,0.8
twin-0058,twin-0060,shared_domain,0.8
twin-0058,twin-0061,shared_domain,0.8
twin-0058,twin-0062,shared_domain,0.8
twin-0058,twin-0063,shared_domain,0.8
twin-0058,twin-0064,shared_domain,0.8
