twin_id,category,community,genuine
twin-0037,osint_vendor,osint_vendor:Greenfield Industries:L1,1
twin-0037,osint_certification,osint_certification:G13,1
twin-0037,osint_certification,osint_certification:Greenfield Industries:L0,1
twin-0037,osint_event,osint_event:G1,1
twin-0037,osint_event,osint_event:G8,1
twin-0037,osint_social,osint_social:Greenfield Industries:L0,1
twin-0037,osint_social,osint_social:G8,1
twin-0037,osint_social,osint_social:G19,1
twin-0038,osint_mailing_list,osint_mailing_list:Greenfield Industries:L2,1
twin-0038,osint_oss_project,osint_oss_project:Greenfield Industries:L1,1
twin-0038,osint_oss_project,osint_oss_project:G12,1
twin-0038,osint_affiliation,osint_affiliation:Greenfield Industries:L1,1
twin-0038,osint_affiliation,osint_affiliation:G11,1
twin-0038,osint_vendor,osint_vendor:Greenfield Industries:L1,1
twin-0038,osint_certification,osint_certification:Greenfield Industries:L0,1
twin-0038,osint_certification,osint_certification:G8,1
twin-0038,osint_event,osint_event:G0,1
twin-0038,osint_event,osint_event:G9,1
twin-0038,osint_social,osint_social:G18,1
twin-0038,osint_social,osint_social:Greenfield Industries:L0,1
twin-0038,osint_social,osint_social:G15,1
twin-0039,osint_mailing_list,osint_mailing_list:Greenfield Industries:L0,1
twin-0039,osint_mailing_list,osint_mailing_list:G6,1
twin-0039,osint_oss_project,osint_oss_project:G0,1
twin-0039,osint_oss_project,osint_oss_project:G22,1
twin-0039,osint_affiliation,osint_affiliation:G6,1
twin-0039,osint_affiliation,osint_affiliation:G13,1
twin-0039,osint_vendor,osint_vendor:G10,1
twin-0039,osint_vendor,osint_vendor:G11,1
twin-0039,osint_certification,osint_certification:G11,1
twin-0039,osint_certification,osint_certification:G1,1
twin-0039,osint_event,osint_event:Greenfield Industries:L1,1
twin-0039,osint_social,osint_social:Greenfield Industries:L0,1
twin-0040,osint_mailing_list,osint_mailing_list:Greenfield Industries:L1,1
twin-0040,osint_mailing_list,osint_mailing_list:Greenfield Industries:L0,1
twin-0040,osint_oss_project,osint_oss_project:G12,1
twin-0040,osint_oss_project,osint_oss_project:Greenfield Industries:L0,1
twin-0040,osint_affiliation,osint_affiliation:G12,1
twin-0040,osint_affiliation,osint_affiliation:G1,1
twin-0040,osint_vendor,osint_vendor:Greenfield Industries:L0,1
twin-0040,osint_vendor,osint_vendor:G13,1
twin-0040,osint_certification,osint_certification:G12,1
twin-0040,osint_certification,osint_certification:G11,1
twin-0040,osint_event,osint_event:Greenfield Industries:L0,1
twin-0040,osint_event,osint_event:G3,1
twin-0040,osint_social,osint_social:Greenfield Industries:L0,1
twin-0040,osint_social,osint_social:G14,1
twin-0041,osint_mailing_list,osint_mailing_list:Arcadia Logistics:L2,1
twin-0041,osint_oss_project,osint_oss_project:G21,1
twin-0041,osint_oss_project,osint_oss_project:Arcadia Logistics:L0,1
twin-0041,osint_affiliation,osint_affiliation:G7,1
twin-0041,osint_affiliation,osint_affiliation:G13,1
twin-0041,osint_vendor,osint_vendor:Arcadia Logistics:L0,1
twin-0041,osint_certification,osint_certification:G16,1
twin-0041,osint_certification,osint_certification:Arcadia Logistics:L0,1
twin-0041,osint_event,osint_event:G12,1
twin-0041,osint_event,osint_event:Arcadia Logistics:L0,1
twin-0041,osint_social,osint_social:Arcadia Logistics:L0,1
twin-0041,osint_social,osint_social:G19,1
twin-0042,osint_mailing_list,osint_mailing_list:Arcadia Logistics:L2,1
twin-0042,osint_mailing_list,osint_mailing_list:G6,1
twin-0042,osint_oss_project,osint_oss_project:Arcadia Logistics:L1,1
twin-0042,osint_oss_project,osint_oss_project:G6,1
twin-0042,osint_affiliation,osint_affiliation:Arcadia Logistics:L0,1
twin-0042,osint_affiliation,osint_affiliation:G3,1
twin-0042,osint_vendor,osint_vendor:G14,1
twin-0042,osint_vendor,osint_vendor:Arcadia Logistics:L1,1
twin-0042,osint_certification,osint_certification:Arcadia Logistics:L0,1
twin-0042,osint_certification,osint_certification:G15,1
twin-0042,osint_event,osint_event:G5,1
twin-0042,osint_social,osint_social:Arcadia Logistics:L0,1
twin-0043,osint_mailing_list,osint_mailing_list:G10,1
twin-0043,osint_mailing_list,osint_mailing_list:G2,1
twin-0043,osint_oss_project,osint_oss_project:Arcadia Logistics:L1,1
twin-0043,osint_oss_project,osint_oss_project:Arcadia Logistics:L0,1
twin-0043,osint_affiliation,osint_affiliation:G14,1
twin-0043,osint_affiliation,osint_affiliation:Arcadia Logistics:L0,1
twin-0043,osint_vendor,osint_vendor:Arcadia Logistics:L0,1
twin-0043,osint_vendor,osint_vendor:G2,1
twin-0043,osint_certification,osint_certification:G16,1
twin-0043,osint_certification,osint_certification:Arcadia Logistics:L0,1
twin-0043,osint_event,osint_event:G7,1
twin-0043,osint_event,osint_event:G12,1
twin-0043,osint_social,osint_social:G3,1
twin-0043,osint_social,osint_social:Arcadia Logistics:L0,1
twin-0043,osint_social,osint_social:G5,1
twin-0044,osint_mailing_list,osint_mailing_list:G12,1
twin-0044,osint_mailing_list,osint_mailing_list:G9,1
twin-0044,osint_oss_project,osint_oss_project:G4,1
twin-0044,osint_oss_project,osint_oss_project:Arcadia Logistics:L1,1
twin-0044,osint_affiliation,osint_affiliation:Arcadia Logistics:L0,1
twin-0044,osint_affiliation,osint_affiliation:Arcadia Logistics:L1,1
twin-0044,osint_vendor,osint_vendor:Arcadia Logistics:L1,1
twin-0044,osint_vendor,osint_vendor:Arcadia Logistics:L0,1
twin-0044,osint_certification,osint_certification:Arcadia Logistics:L0,1
twin-0044,osint_certification,osint_certification:G13,1
twin-0044,osint_event,osint_event:Arcadia Logistics:L0,1
twin-0044,osint_event,osint_event:G10,1
twin-0044,osint_social,osint_social:G6,1
twin-0044,osint_social,osint_social:Arcadia Logistics:L0,1
twin-0044,osint_social,osint_social:G28,1
twin-0045,osint_mailing_list,osint_mailing_list:G9,1
twin-0045,osint_mailing_list,osint_mailing_list:Arcadia Logistics:L1,1
twin-0045,osint_oss_project,osint_oss_project:G19,1
twin-0045,osint_oss_project,osint_oss_project:G7,1
twin-0045,osint_affiliation,osint_affiliation:G11,1
twin-0045,osint_affiliation,osint_affiliation:G6,1
twin-0045,osint_vendor,osint_vendor:Arcadia Logistics:L1,1
twin-0045,osint_certification,osint_certification:G2,1
twin-0045,osint_certification,osint_certification:G15,1
twin-0045,osint_event,osint_event:Arcadia Logistics:L0,1
twin-0045,osint_social,osint_social:G8,1
twin-0045,osint_social,osint_social:G3,1
twin-0045,osint_social,osint_social:G12,1
twin-0046,osint_mailing_list,osint_mailing_list:Arcadia Logistics:L0,1
twin-0046,osint_mailing_list,osint_mailing_list:G1,1
twin-0046,osint_oss_project,osint_oss_project:G14,1
twin-0046,osint_oss_project,osint_oss_project:G0,1
twin-0046,osint_affiliation,osint_affiliation:Arcadia Logistics:L1,1
twin-0046,osint_vendor,osint_vendor:G14,1
twin-0046,osint_vendor,osint_vendor:Arcadia Logistics:L1,1
twin-0046,osint_certification,osint_certification:Arcadia Logistics:L0,1
twin-0046,osint_certification,osint_certification:G2,1
twin-0046,osint_event,osint_event:G9,1
twin-0046,osint_event,osint_event:G15,1
twin-0046,osint_social,osint_social:G13,1
twin-0046,osint_social,osint_social:Arcadia Logistics:L0,1
twin-0047,osint_mailing_list,osint_mailing_list:Arcadia Logistics:L0,1
twin-0047,osint_mailing_list,osint_mailing_list:G17,1
twin-0047,osint_oss_project,osint_oss_project:Arcadia Logistics:L1,1
twin-0047,osint_oss_project,osint_oss_project:G4,1
twin-0047,osint_affiliation,osint_affiliation:Arcadia Logistics:L1,1
twin-0047,osint_affiliation,osint_affiliation:G13,1
twin-0047,osint_vendor,osint_vendor:Arcadia Logistics:L1,1
twin-0047,osint_vendor,osint_vendor:Arcadia Logistics:L0,1
twin-0047,osint_certification,osint_certification:G5,1
twin-0047,osint_certification,osint_certification:Arcadia Logistics:L0,1
twin-0047,osint_event,osint_event:G4,1
twin-0047,osint_event,osint_event:Arcadia Logistics:L1,1
twin-0047,osint_social,osint_social:G24,1
twin-0047,osint_social,osint_social:G5,1
twin-0047,osint_social,osint_social:G11,1
twin-0048,osint_mailing_list,osint_mailing_list:G7,1
twin-0048,osint_mailing_list,osint_mailing_list:G15,1
twin-0048,osint_oss_project,osint_oss_project:G6,1
twin-0048,osint_oss_project,osint_oss_project:G4,1
twin-0048,osint_affiliation,osint_affiliation:Arcadia Logistics:L1,1
twin-0048,osint_affiliation,osint_affiliation:G5,1
twin-0048,osint_vendor,osint_vendor:Arcadia Logistics:L0,1
twin-0048,osint_vendor,osint_vendor:G6,1
twin-0048,osint_certification,osint_certification:G10,1
twin-0048,osint_certification,osint_certification:G9,1
twin-0048,osint_event,osint_event:G8,1
twin-0048,osint_event,osint_event:G4,1
twin-0048,osint_social,osint_social:Arcadia Logistics:L0,1
twin-0048,osint_social,osint_social:G18,1
twin-0049,osint_mailing_list,osint_mailing_list:G10,1
twin-0049,osint_mailing_list,osint_mailing_list:Helvetia Insurance:L1,1
twin-0049,osint_oss_project,osint_oss_project:G5,1
twin-0049,osint_oss_project,osint_oss_project:Helvetia Insurance:L0,1
twin-0049,osint_affiliation,osint_affiliation:G3,1
twin-0049,osint_affiliation,osint_affiliation:G14,1
twin-0049,osint_vendor,osint_vendor:Helvetia Insurance:L1,1
twin-0049,osint_certification,osint_certification:G8,1
twin-0049,osint_certification,osint_certification:G11,1
twin-0049,osint_event,osint_event:G4,1
twin-0049,osint_event,osint_event:G5,1
twin-0049,osint_social,osint_social:Helvetia Insurance:L0,1
twin-0049,osint_social,osint_social:G1,1
twin-0050,osint_mailing_list,osint_mailing_list:G10,1
twin-0050,osint_mailing_list,osint_mailing_list:G16,1
twin-0050,osint_oss_project,osint_oss_project:Helvetia Insurance:L1,1
twin-0050,osint_affiliation,osint_affiliation:Helvetia Insurance:L1,1
twin-0050,osint_affiliation,osint_affiliation:G9,1
twin-0050,osint_vendor,osint_vendor:Helvetia Insurance:L0,1
twin-0050,osint_vendor,osint_vendor:G2,1
twin-0050,osint_certification,osint_certification:Helvetia Insurance:L0,1
twin-0050,osint_certification,osint_certification:G12,1
twin-0050,osint_event,osint_event:G13,1
twin-0050,osint_event,osint_event:Helvetia Insurance:L1,1
twin-0050,osint_social,osint_social:Helvetia Insurance:L0,1
twin-0050,osint_social,osint_social:G10,1
twin-0051,osint_mailing_list,osint_mailing_list:G19,1
twin-0051,osint_mailing_list,osint_mailing_list:G5,1
twin-0051,osint_oss_project,osint_oss_project:G19,1
twin-0051,osint_oss_project,osint_oss_project:G1,1
twin-0051,osint_affiliation,osint_affiliation:G3,1
twin-0051,osint_affiliation,osint_affiliation:Helvetia Insurance:L0,1
twin-0051,osint_vendor,osint_vendor:Helvetia Insurance:L0,1
twin-0051,osint_vendor,osint_vendor:Helvetia Insurance:L1,1
twin-0051,osint_certification,osint_certification:G14,1
twin-0051,osint_certification,osint_certification:Helvetia Insurance:L0,1
twin-0051,osint_event,osint_event:Helvetia Insurance:L1,1
twin-0051,osint_event,osint_event:Helvetia Insurance:L0,1
twin-0051,osint_social,osint_social:Helvetia Insurance:L0,1
twin-0051,osint_social,osint_social:G7,1
twin-0052,osint_mailing_list,osint_mailing_list:Helvetia Insurance:L1,1
twin-0052,osint_mailing_list,osint_mailing_list:Helvetia Insurance:L0,1
twin-0052,osint_oss_project,osint_oss_project:G20,1
twin-0052,osint_oss_project,osint_oss_project:G4,1
twin-0052,osint_affiliation,osint_affiliation:Helvetia Insurance:L0,1
twin-0052,osint_affiliation,osint_affiliation:Helvetia Insurance:L1,1
twin-0052,osint_vendor,osint_vendor:Helvetia Insurance:L1,1
twin-0052,osint_vendor,osint_vendor:G5,1
twin-0052,osint_certification,osint_certification:G2,1
twin-0052,osint_certification,osint_certification:Helvetia Insurance:L0,1
twin-0052,osint_event,osint_event:G8,1
twin-0052,osint_event,osint_event:G13,1
twin-0052,osint_social,osint_social:Helvetia Insurance:L0,1
twin-0052,osint_social,osint_social:G7,1
twin-0052,osint_social,osint_social:G26,1
twin-0053,osint_mailing_list,osint_mailing_list:G12,1
twin-0053,osint_mailing_list,osint_mailing_list:G13,1
twin-0053,osint_oss_project,osint_oss_project:G15,1
twin-0053,osint_oss_project,osint_oss_project:Helvetia Insurance:L1,1
twin-0053,osint_affiliation,osint_affiliation:G10,1
twin-0053,osint_vendor,osint_vendor:Helvetia Insurance:L0,1
twin-0053,osint_certification,osint_certification:Helvetia Insurance:L0,1
twin-0053,osint_certification,osint_certification:G4,1
twin-0053,osint_event,osint_event:Helvetia Insurance:L1,1
twin-0053,osint_event,osint_event:G15,1
twin-0053,osint_social,osint_social:G5,1
twin-0053,osint_social,osint_social:Helvetia Insurance:L0,1
twin-0053,osint_social,osint_social:G22,1
twin-0054,osint_mailing_list,osint_mailing_list:Helvetia Insurance:L1,1
twin-0054,osint_mailing_list,osint_mailing_list:G16,1
twin-0054,osint_oss_project,osint_oss_project:G8,1
twin-0054,osint_oss_project,osint_oss_project:G13,1
twin-0054,osint_affiliation,osint_affiliation:G12,1
twin-0054,osint_affiliation,osint_affiliation:G11,1
twin-0054,osint_vendor,osint_vendor:G10,1
twin-0054,osint_vendor,osint_vendor:Helvetia Insurance:L0,1
twin-0054,osint_certification,osint_certification:G12,1
twin-0054,osint_certification,osint_certification:G10,1
twin-0054,osint_event,osint_event:G8,1
twin-0054,osint_event,osint_event:Helvetia Insurance:L0,1
twin-0054,osint_social,osint_social:G0,1
twin-0054,osint_social,osint_social:Helvetia Insurance:L0,1
twin-0055,osint_mailing_list,osint_mailing_list:Helvetia Insurance:L2,1
twin-0055,osint_mailing_list,osint_mailing_list:G9,1
twin-0055,osint_oss_project,osint_oss_project:Helvetia Insurance:L1,1
twin-0055,osint_affiliation,osint_affiliation:G2,1
twin-0055,osint_affiliation,osint_affiliation:Helvetia Insurance:L0,1
twin-0055,osint_vendor,osint_vendor:Helvetia Insurance:L1,1
twin-0055,osint_certification,osint_certification:Helvetia Insurance:L0,1
twin-0055,osint_certification,osint_certification:G8,1
twin-0055,osint_event,osint_event:Helvetia Insurance:L1,1
twin-0055,osint_social,osint_social:G2,1
twin-0055,osint_social,osint_social:G5,1
twin-0055,osint_social,osint_social:G20,1
twin-0056,osint_mailing_list,osint_mailing_list:G18,1
twin-0056,osint_mailing_list,osint_mailing_list:Helvetia Insurance:L1,1
twin-0056,osint_oss_project,osint_oss_project:Helvetia Insurance:L0,1
twin-0056,osint_oss_project,osint_oss_project:G12,1
twin-0056,osint_affiliation,osint_affiliation:G1,1
twin-0056,osint_affiliation,osint_affiliation:G10,1
twin-0056,osint_vendor,osint_vendor:G4,1
twin-0056,osint_vendor,osint_vendor:Helvetia Insurance:L0,1
twin-0056,osint_certification,osint_certification:Helvetia Insurance:L0,1
twin-0056,osint_event,osint_event:G4,1
twin-0056,osint_event,osint_event:Helvetia Insurance:L0,1
twin-0056,osint_social,osint_social:G14,1
twin-0056,osint_social,osint_social:G4,1
twin-0056,osint_social,osint_social:Helvetia Insurance:L0,1
twin-0057,osint_mailing_list,osint_mailing_list:G16,1
twin-0057,osint_mailing_list,osint_mailing_list:Brightpath Education:L2,1
twin-0057,osint_oss_project,osint_oss_project:Brightpath Education:L1,1
twin-0057,osint_oss_project,osint_oss_project:Brightpath Education:L0,1
twin-0057,osint_affiliation,osint_affiliation:G6,1
twin-0057,osint_affiliation,osint_affiliation:G12,1
twin-0057,osint_vendor,osint_vendor:G9,1
twin-0057,osint_vendor,osint_vendor:G14,1
twin-0057,osint_certification,osint_certification:G11,1
twin-0057,osint_certification,osint_certification:G5,1
twin-0057,osint_event,osint_event:Brightpath Education:L0,1
twin-0057,osint_event,osint_event:Brightpath Education:L1,1
twin-0057,osint_social,osint_social:Brightpath Education:L0,1
twin-0058,osint_mailing_list,osint_mailing_list:G17,1
twin-0058,osint_mailing_list,osint_mailing_list:Brightpath Education:L0,1
twin-0058,osint_oss_project,osint_oss_project:G21,1
twin-0058,osint_oss_project,osint_oss_project:Brightpath Education:L1,1
twin-0058,osint_affiliation,osint_affiliation:G8,1
twin-0058,osint_affiliation,osint_affiliation:G1,1
twin-0058,osint_vendor,osint_vendor:Brightpath Education:L1,1
twin-0058,osint_vendor,osint_vendor:G2,1
twin-0058,osint_certification,osint_certification:Brightpath Education:L0,1
twin-0058,osint_certification,osint_certification:G10,1
twin-0058,osint_event,osint_event:Brightpath Education:L0,1
twin-0058,osint_event,osint_event:Brightpath Education:L1,1
twin-0058,osint_social,osint_social:G4,1
twin-0058,osint_social,osint_social:Brightpath Education:L0,1
twin-0059,osint_mailing_list,osint_mailing_list:G10,1
twin-0059,osint_mailing_list,osint_mailing_list:Brightpath Education:L1,1
twin-0059,osint_oss_project,osint_oss_project:Brightpath Education:L1,1
twin-0059,osint_oss_project,osint_oss_project:G7,1
twin-0059,osint_affiliation,osint_affiliation:G12,1
twin-0059,osint_affiliation,osint_affiliation:G8,1
twin-0059,osint_vendor,osint_vendor:Brightpath Education:L1,1
twin-0059,osint_certification,osint_certification:G4,1
twin-0059,osint_certification,osint_certification:G6,1
twin-0059,osint_event,osint_event:Brightpath Education:L1,1
twin-0059,osint_social,osint_social:G16,1
twin-0059,osint_social,osint_social:G24,1
twin-0059,osint_social,osint_social:Brightpath Education:L0,1
twin-0060,osint_mailing_list,osint_mailing_list:Brightpath Education:L1,1
twin-0060,osint_mailing_list,osint_mailing_list:G9,1
twin-0060,osint_oss_project,osint_oss_project:Brightpath Education:L1,1
twin-0060,osint_oss_project,osint_oss_project:G6,1
twin-0060,osint_affiliation,osint_affiliation:Brightpath Education:L1,1
twin-0060,osint_affiliation,osint_affiliation:Brightpath Education:L0,1
twin-0060,osint_vendor,osint_vendor:G2,1
twin-0060,osint_vendor,osint_vendor:Brightpath Education:L1,1
twin-0060,osint_certification,osint_certification:Brightpath Education:L0,1
twin-0060,osint_certification,osint_certification:G2,1
twin-0060,osint_event,osint_event:G2,1
twin-0060,osint_event,osint_event:G6,1
twin-0060,osint_social,osint_social:G9,1
twin-0060,osint_social,osint_social:Brightpath Education:L0,1
twin-0061,osint_mailing_list,osint_mailing_list:Brightpath Education:L1,1
twin-0061,osint_mailing_list,osint_mailing_list:Brightpath Education:L0,1
twin-0061,osint_oss_project,osint_oss_project:Brightpath Education:L1,1
twin-0061,osint_affiliation,osint_affiliation:Brightpath Education:L0,1
twin-0061,osint_vendor,osint_vendor:Brightpath Education:L1,1
twin-0061,osint_vendor,osint_vendor:G5,1
twin-0061,osint_certification,osint_certification:Brightpath Education:L0,1
twin-0061,osint_certification,osint_certification:G1,1
twin-0061,osint_event,osint_event:Brightpath Education:L1,1
twin-0061,osint_event,osint_event:G3,1
twin-0061,osint_social,osint_social:Brightpath Education:L0,1
twin-0061,osint_social,osint_social:G10,1
twin-0062,osint_mailing_list,osint_mailing_list:G16,1
twin-0062,osint_mailing_list,osint_mailing_list:G19,1
twin-0062,osint_oss_project,osint_oss_project:Brightpath Education:L1,1
twin-0062,osint_oss_project,osint_oss_project:G17,1
twin-0062,osint_affiliation,osint_affiliation:Brightpath Education:L0,1
twin-0062,osint_affiliation,osint_affiliation:G9,1
twin-0062,osint_vendor,osint_vendor:Brightpath Education:L0,1
twin-0062,osint_certification,osint_certification:G8,1
twin-0062,osint_certification,osint_certification:Brightpath Education:L0,1
twin-0062,osint_event,osint_event:G12,1
twin-0062,osint_event,osint_event:Brightpath Education:L0,1
twin-0062,osint_social,osint_social:Brightpath Education:L0,1
twin-0063,osint_mailing_list,osint_mailing_list:Brightpath Education:L1,1
twin-0063,osint_mailing_list,osint_mailing_list:Brightpath Education:L2,1
twin-0063,osint_oss_project,osint_oss_project:G10,1
twin-0063,osint_oss_project,osint_oss_project:Brightpath Education:L0,1
twin-0063,osint_affiliation,osint_affiliation:Brightpath Education:L0,1
twin-0063,osint_affiliation,osint_affiliation:Brightpath Education:L1,1
twin-0063,osint_vendor,osint_vendor:Brightpath Education:L1,1
twin-0063,osint_vendor,osint_vendor:G13,1
twin-0063,osint_certification,osint_certification:Brightpath Education:L0,1
twin-0063,osint_event,osint_event:Brightpath Education:L0,1
twin-0063,osint_social,osint_social:G0,1
twin-0063,osint_social,osint_social:Brightpath Education:L0,1
twin-0064,osint_mailing_list,osint_mailing_list:G12,1
twin-0064,osint_mailing_list,osint_mailing_list:Brightpath Education:L1,1
twin-0064,osint_oss_project,osint_oss_project:Brightpath Education:L1,1
twin-0064,osint_oss_project,osint_oss_project:G24,1
twin-0064,osint_affiliation,osint_affiliation:G4,1
twin-0064,osint_vendor,osint_vendor:Brightpath Education:L0,1
twin-0064,osint_vendor,osint_vendor:G13,1
twin-0064,osint_certification,osint_certification:Brightpath Education:L0,1
twin-0064,osint_event,osint_event:G14,1
twin-0064,osint_event,osint_event:G5,1
twin-0064,osint_social,osint_social:G19,1
twin-0064,osint_social,osint_social:Brightpath Education:L0,1
twin-0064,osint_social,osint_social:G17,1
twin-0065,osint_mailing_list,osint_mailing_list:G15,1
twin-0065,osint_mailing_list,osint_mailing_list:Vantage Retail Group:L2,1
twin-0065,osint_oss_project,osint_oss_project:Vantage Retail Group:L1,1
twin-0065,osint_oss_project,osint_oss_project:G10,1
twin-0065,osint_affiliation,osint_affiliation:Vantage Retail Group:L1,1
twin-0065,osint_affiliation,osint_affiliation:G3,1
twin-0065,osint_vendor,osint_vendor:Vantage Retail Group:L0,1
twin-0065,osint_certification,osint_certification:Vantage Retail Group:L0,1
twin-0065,osint_certification,osint_certification:G14,1
twin-0065,osint_event,osint_event:Vantage Retail Group:L1,1
twin-0065,osint_event,osint_event:G3,1
twin-0065,osint_social,osint_social:Vantage Retail Group:L0,1
twin-0065,osint_social,osint_social:G23,1
twin-0066,osint_mailing_list,osint_mailing_list:Vantage Retail Group:L2,1
twin-0066,osint_mailing_list,osint_mailing_list:G15,1
twin-0066,osint_oss_project,osint_oss_project:Vantage Retail Group:L1,1
twin-0066,osint_oss_project,osint_oss_project:G4,1
twin-0066,osint_affiliation,osint_affiliation:Vantage Retail Group:L1,1
twin-0066,osint_affiliation,osint_affiliation:G4,1
twin-0066,osint_vendor,osint_vendor:G1,1
twin-0066,osint_vendor,osint_vendor:G5,1
twin-0066,osint_certification,osint_certification:G10,1
twin-0066,osint_certification,osint_certification:Vantage Retail Group:L0,1
twin-0066,osint_event,osint_event:Vantage Retail Group:L1,1
twin-0066,osint_event,osint_event:Vantage Retail Group:L0,1
twin-0066,osint_social,osint_social:Vantage Retail Group:L0,1
twin-0066,osint_social,osint_social:G29,1
twin-0067,osint_mailing_list,osint_mailing_list:G6,1
twin-0067,osint_mailing_list,osint_mailing_list:Vantage Retail Group:L0,1
twin-0067,osint_oss_project,osint_oss_project:Vantage Retail Group:L1,1
twin-0067,osint_affiliation,osint_affiliation:G4,1
twin-0067,osint_affiliation,osint_affiliation:G10,1
twin-0067,osint_vendor,osint_vendor:Vantage Retail Group:L1,1
twin-0067,osint_certification,osint_certification:G7,1
twin-0067,osint_certification,osint_certification:Vantage Retail Group:L0,1
twin-0067,osint_event,osint_event:Vantage Retail Group:L1,1
twin-0067,osint_event,osint_event:G1,1
twin-0067,osint_social,osint_social:G8,1
twin-0067,osint_social,osint_social:Vantage Retail Group:L0,1
twin-0067,osint_social,osint_social:G6,1
twin-0068,osint_mailing_list,osint_mailing_list:Vantage Retail Group:L1,1
twin-0068,osint_mailing_list,osint_mailing_list:Vantage Retail Group:L0,1
twin-0068,osint_oss_project,osint_oss_project:Vantage Retail Group:L0,1
twin-0068,osint_affiliation,osint_affiliation:Vantage Retail Group:L0,1
twin-0068,osint_vendor,osint_vendor:Vantage Retail Group:L0,1
twin-0068,osint_vendor,osint_vendor:G8,1
twin-0068,osint_certification,osint_certification:G15,1
twin-0068,osint_certification,osint_certification:Vantage Retail Group:L0,1
twin-0068,osint_event,osint_event:G2,1
twin-0068,osint_event,osint_event:G7,1
twin-0068,osint_social,osint_social:G15,1
twin-0068,osint_social,osint_social:Vantage Retail Group:L0,1
twin-0069,osint_mailing_list,osint_mailing_list:G10,1
twin-0069,osint_mailing_list,osint_mailing_list:G4,1
twin-0069,osint_oss_project,osint_oss_project:Vantage Retail Group:L1,1
twin-0069,osint_oss_project,osint_oss_project:Vantage Retail Group:L0,1
twin-0069,osint_affiliation,osint_affiliation:G1,1
twin-0069,osint_affiliation,osint_affiliation:Vantage Retail Group:L1,1
twin-0069,osint_vendor,osint_vendor:Vantage Retail Group:L1,1
twin-0069,osint_vendor,osint_vendor:Vantage Retail Group:L0,1
twin-0069,osint_certification,osint_certification:Vantage Retail Group:L0,1
twin-0069,osint_event,osint_event:G11,1
twin-0069,osint_event,osint_event:Vantage Retail Group:L1,1
twin-0069,osint_social,osint_social:Vantage Retail Group:L0,1
twin-0069,osint_social,osint_social:G23,1
twin-0069,osint_social,osint_social:G11,1
twin-0070,osint_mailing_list,osint_mailing_list:G2,1
twin-0070,osint_mailing_list,osint_mailing_list:Vantage Retail Group:L0,1
twin-0070,osint_oss_project,osint_oss_project:Vantage Retail Group:L0,1
twin-0070,osint_oss_project,osint_oss_project:G7,1
twin-0070,osint_affiliation,osint_affiliation:Vantage Retail Group:L1,1
twin-0070,osint_affiliation,osint_affiliation:Vantage Retail Group:L0,1
twin-0070,osint_vendor,osint_vendor:Vantage Retail Group:L0,1
twin-0070,osint_certification,osint_certification:G12,1
twin-0070,osint_certification,osint_certification:G2,1
twin-0070,osint_event,osint_event:Vantage Retail Group:L0,1
twin-0070,osint_event,osint_event:Vantage Retail Group:L1,1
twin-0070,osint_social,osint_social:G28,1
twin-0070,osint_social,osint_social:Vantage Retail Group:L0,1
twin-0070,osint_social,osint_social:G10,1
twin-0071,osint_mailing_list,osint_mailing_list:Vantage Retail Group:L2,1
twin-0071,osint_mailing_list,osint_mailing_list:G13,1
twin-0071,osint_oss_project,osint_oss_project:G12,1
twin-0071,osint_oss_project,osint_oss_project:Vantage Retail Group:L1,1
twin-0071,osint_affiliation,osint_affiliation:G9,1
twin-0071,osint_affiliation,osint_affiliation:Vantage Retail Group:L1,1
twin-0071,osint_vendor,osint_vendor:G11,1
twin-0071,osint_vendor,osint_vendor:G0,1
twin-0071,osint_certification,osint_certification:Vantage Retail Group:L0,1
twin-0071,osint_event,osint_event:G9,1
twin-0071,osint_event,osint_event:Vantage Retail Group:L0,1
twin-0071,osint_social,osint_social:G4,1
twin-0071,osint_social,osint_social:G7,1
twin-0071,osint_social,osint_social:G10,1
twin-0072,osint_mailing_list,osint_mailing_list:G19,1
twin-0072,osint_mailing_list,osint_mailing_list:G11,1
twin-0072,osint_oss_project,osint_oss_project:Vantage Retail Group:L1,1
twin-0072,osint_affiliation,osint_affiliation:G7,1
twin-0072,osint_affiliation,osint_affiliation:G11,1
twin-0072,osint_vendor,osint_vendor:G6,1
twin-0072,osint_certification,osint_certification:G6,1
twin-0072,osint_certification,osint_certification:Vantage Retail Group:L0,1
twin-0072,osint_event,osint_event:Vantage Retail Group:L0,1
twin-0072,osint_social,osint_social:G20,1
twin-0072,osint_social,osint_social:G2,1
twin-0072,osint_social,osint_social:Vantage Retail Group:L0,1
twin-0073,osint_mailing_list,osint_mailing_list:G12,1
twin-0073,osint_mailing_list,osint_mailing_list:Aurora Media:L1,1
twin-0073,osint_oss_project,osint_oss_project:Aurora Media:L1,1
twin-0073,osint_affiliation,osint_affiliation:Aurora Media:L0,1
twin-0073,osint_affiliation,osint_affiliation:G13,1
twin-0073,osint_vendor,osint_vendor:G4,1
twin-0073,osint_vendor,osint_vendor:Aurora Media:L0,1
twin-0073,osint_certification,osint_certification:G7,1
twin-0073,osint_certification,osint_certification:G15,1
twin-0073,osint_event,osint_event:Aurora Media:L0,1
twin-0073,osint_event,osint_event:Aurora Media:L1,1
twin-0073,osint_social,osint_social:G3,1
twin-0073,osint_social,osint_social:G29,1
